estado,año,mes,precio
Ciudad de Mexico,2023,1,22.55
Coahuila de Zaragoza,2023,1,21.39
Colima,2023,1,22.25
Durango,2023,1,22.29
Guanajuato,2023,1,22.04
Guerrero,2023,1,23.39
Hidalgo,2023,1,21.43
Jalisco,2023,1,22.51
Michoacan de Ocampo,2023,1,22.48
Morelos,2023,1,21.63
Mexico,2023,1,21.89
Nacional,2023,1,21.88
Nayarit,2023,1,22.61
Nuevo Leon,2023,1,23.33
Oaxaca,2023,1,22.82
Puebla,2023,1,21.46
Queretaro,2023,1,21.14
Quintana Roo,2023,1,23.39
San Luis Potosi,2023,1,22.22
Sinaloa,2023,1,22.34
Sonora,2023,1,21.27
Tabasco,2023,1,21.62
Tamaulipas,2023,1,19.1
Tlaxcala,2023,1,21.46
Veracruz de Ignacio de la Llave,2023,1,21.61
Yucatan,2023,1,22.53
Zacatecas,2023,1,22.16
Aguascalientes,2023,1,21.77
Baja California,2023,1,21.28
Baja California Sur,2023,1,22.99
Campeche,2023,1,23.0
Chiapas,2023,1,21.94
Chihuahua,2023,1,19.93
Ciudad de Mexico,2023,1,22.74
Coahuila de Zaragoza,2023,1,21.65
Colima,2023,1,22.24
Durango,2023,1,22.45
Guanajuato,2023,1,22.11
Guerrero,2023,1,23.36
Hidalgo,2023,1,21.54
Jalisco,2023,1,22.63
Michoacan de Ocampo,2023,1,22.5
Morelos,2023,1,21.8
Mexico,2023,1,22.11
Nacional,2023,1,21.96
Nayarit,2023,1,22.97
Nuevo Leon,2023,1,23.6
Oaxaca,2023,1,22.9
Puebla,2023,1,21.56
Queretaro,2023,1,21.2
Quintana Roo,2023,1,23.51
San Luis Potosi,2023,1,22.15
Sinaloa,2023,1,22.42
Sonora,2023,1,21.32
Tabasco,2023,1,21.72
Tamaulipas,2023,1,19.22
Tlaxcala,2023,1,21.62
Veracruz de Ignacio de la Llave,2023,1,21.71
Yucatan,2023,1,22.45
Zacatecas,2023,1,22.2
Aguascalientes,2023,1,21.76
Baja California,2023,1,21.16
Baja California Sur,2023,1,23.07
Campeche,2023,1,22.97
Chiapas,2023,1,21.97
Chihuahua,2023,1,20.57
Ciudad de Mexico,2023,1,22.55
Coahuila de Zaragoza,2023,1,21.21
Colima,2023,1,22.14
Durango,2023,1,22.45
Guanajuato,2023,1,21.92
Guerrero,2023,1,23.45
Hidalgo,2023,1,21.51
Jalisco,2023,1,22.39
Michoacan de Ocampo,2023,1,22.53
Morelos,2023,1,21.81
Mexico,2023,1,21.93
Nacional,2023,1,21.94
Nayarit,2023,1,22.42
Nuevo Leon,2023,1,23.46
Oaxaca,2023,1,22.94
Puebla,2023,1,21.55
Queretaro,2023,1,21.25
Quintana Roo,2023,1,23.49
San Luis Potosi,2023,1,22.3
Sinaloa,2023,1,22.43
Sonora,2023,1,21.81
Tabasco,2023,1,21.65
Tamaulipas,2023,1,19.56
Tlaxcala,2023,1,21.62
Veracruz de Ignacio de la Llave,2023,1,21.68
Yucatan,2023,1,22.25
Zacatecas,2023,1,22.1
Aguascalientes,2023,1,21.97
Baja California,2023,1,21.26
Baja California Sur,2023,1,23.29
Campeche,2023,1,22.96
Chiapas,2023,1,22.01
Chihuahua,2023,1,20.68
Ciudad de Mexico,2023,1,22.55
Coahuila de Zaragoza,2023,1,21.17
Colima,2023,1,22.26
Durango,2023,1,22.4
Guanajuato,2023,1,21.88
Guerrero,2023,1,23.39
Hidalgo,2023,1,21.55
Jalisco,2023,1,22.45
Michoacan de Ocampo,2023,1,22.58
Morelos,2023,1,21.91
Mexico,2023,1,21.94
Nacional,2023,1,21.99
Nayarit,2023,1,22.32
Nuevo Leon,2023,1,23.19
Oaxaca,2023,1,22.93
Puebla,2023,1,21.61
Queretaro,2023,1,21.33
Quintana Roo,2023,1,23.57
San Luis Potosi,2023,1,22.37
Sinaloa,2023,1,22.28
Sonora,2023,1,22.05
Tabasco,2023,1,21.7
Tamaulipas,2023,1,19.67
Tlaxcala,2023,1,21.66
Veracruz de Ignacio de la Llave,2023,1,21.83
Yucatan,2023,1,22.38
Zacatecas,2023,1,22.21
Aguascalientes,2023,1,22.05
Baja California,2023,1,21.38
Baja California Sur,2023,1,23.42
Campeche,2023,1,22.98
Chiapas,2023,1,22.02
Chihuahua,2023,1,20.72
Ciudad de Mexico,2023,1,22.56
Coahuila de Zaragoza,2023,1,21.53
Colima,2023,1,22.42
Durango,2023,1,22.56
Guanajuato,2023,1,21.99
Guerrero,2023,1,23.36
Hidalgo,2023,1,21.7
Jalisco,2023,1,22.65
Michoacan de Ocampo,2023,1,22.75
Morelos,2023,1,21.98
Mexico,2023,1,22.0
Nacional,2023,1,22.09
Nayarit,2023,1,22.84
Nuevo Leon,2023,1,23.33
Oaxaca,2023,1,22.99
Puebla,2023,1,21.74
Queretaro,2023,1,21.52
Quintana Roo,2023,1,23.61
San Luis Potosi,2023,1,22.36
Sinaloa,2023,1,22.51
Sonora,2023,1,22.19
Tabasco,2023,1,21.81
Tamaulipas,2023,1,19.31
Tlaxcala,2023,1,21.76
Veracruz de Ignacio de la Llave,2023,1,21.96
Yucatan,2023,1,22.55
Zacatecas,2023,1,22.37
Aguascalientes,2023,1,22.24
Baja California,2023,1,21.43
Baja California Sur,2023,1,23.42
Campeche,2023,1,23.14
Chiapas,2023,1,22.15
Chihuahua,2023,1,21.32
Ciudad de Mexico,2023,1,22.6
Coahuila de Zaragoza,2023,1,22.13
Colima,2023,1,22.54
Durango,2023,1,22.92
Guanajuato,2023,1,22.23
Guerrero,2023,1,23.6
Hidalgo,2023,1,21.84
Jalisco,2023,1,22.89
Michoacan de Ocampo,2023,1,22.83
Morelos,2023,1,22.14
Mexico,2023,1,22.11
Nacional,2023,1,22.31
Nayarit,2023,1,23.01
Nuevo Leon,2023,1,23.47
Oaxaca,2023,1,23.14
Puebla,2023,1,21.99
Queretaro,2023,1,21.8
Quintana Roo,2023,1,23.71
San Luis Potosi,2023,1,22.41
Sinaloa,2023,1,23.02
Sonora,2023,1,22.66
Tabasco,2023,1,21.94
Tamaulipas,2023,1,19.72
Tlaxcala,2023,1,21.97
Veracruz de Ignacio de la Llave,2023,1,22.09
Yucatan,2023,1,22.79
Zacatecas,2023,1,22.56
Aguascalientes,2023,1,22.32
Baja California,2023,1,21.42
Baja California Sur,2023,1,23.38
Campeche,2023,1,23.31
Chiapas,2023,1,22.24
Chihuahua,2023,1,21.67
Ciudad de Mexico,2023,1,22.84
Coahuila de Zaragoza,2023,1,22.12
Colima,2023,1,22.57
Durango,2023,1,23.01
Guanajuato,2023,1,22.21
Guerrero,2023,1,23.52
Hidalgo,2023,1,21.81
Jalisco,2023,1,23.02
Michoacan de Ocampo,2023,1,22.78
Morelos,2023,1,22.1
Mexico,2023,1,22.3
Nacional,2023,1,22.35
Nayarit,2023,1,22.99
Nuevo Leon,2023,1,23.44
Oaxaca,2023,1,23.22
Puebla,2023,1,21.92
Queretaro,2023,1,21.68
Quintana Roo,2023,1,23.76
San Luis Potosi,2023,1,22.48
Sinaloa,2023,1,23.09
Sonora,2023,1,22.61
Tabasco,2023,1,21.82
Tamaulipas,2023,1,19.9
Tlaxcala,2023,1,21.89
Veracruz de Ignacio de la Llave,2023,1,22.15
Yucatan,2023,1,22.71
Zacatecas,2023,1,22.53
Aguascalientes,2023,1,22.4
Baja California,2023,1,21.5
Baja California Sur,2023,1,23.47
Campeche,2023,1,23.3
Chiapas,2023,1,22.35
Chihuahua,2023,1,20.97
Ciudad de Mexico,2023,1,22.84
Coahuila de Zaragoza,2023,1,21.8
Colima,2023,1,22.54
Durango,2023,1,23.05
Guanajuato,2023,1,22.23
Guerrero,2023,1,23.57
Hidalgo,2023,1,21.76
Jalisco,2023,1,22.97
Michoacan de Ocampo,2023,1,22.82
Morelos,2023,1,22.07
Mexico,2023,1,22.23
Nacional,2023,1,22.29
Nayarit,2023,1,23.1
Nuevo Leon,2023,1,23.36
Oaxaca,2023,1,23.26
Puebla,2023,1,21.87
Queretaro,2023,1,21.67
Quintana Roo,2023,1,23.78
San Luis Potosi,2023,1,22.46
Sinaloa,2023,1,22.86
Sonora,2023,1,22.6
Tabasco,2023,1,21.9
Tamaulipas,2023,1,20.03
Tlaxcala,2023,1,21.79
Veracruz de Ignacio de la Llave,2023,1,21.98
Yucatan,2023,1,22.64
Zacatecas,2023,1,22.54
Aguascalientes,2023,1,22.44
Baja California,2023,1,21.37
Baja California Sur,2023,1,23.51
Campeche,2023,1,23.33
Chiapas,2023,1,22.38
Chihuahua,2023,1,20.84
Ciudad de Mexico,2023,1,22.71
Coahuila de Zaragoza,2023,1,21.95
Colima,2023,1,22.62
Durango,2023,1,22.89
Guanajuato,2023,1,22.23
Guerrero,2023,1,23.6
Hidalgo,2023,1,21.78
Jalisco,2023,1,22.84
Michoacan de Ocampo,2023,1,22.83
Morelos,2023,1,22.11
Mexico,2023,1,22.09
Nacional,2023,1,22.23
Nayarit,2023,1,23.1
Nuevo Leon,2023,1,23.04
Oaxaca,2023,1,23.35
Puebla,2023,1,21.91
Queretaro,2023,1,21.73
Quintana Roo,2023,1,23.69
San Luis Potosi,2023,1,22.45
Sinaloa,2023,1,22.61
Sonora,2023,1,22.41
Tabasco,2023,1,21.87
Tamaulipas,2023,1,20.03
Tlaxcala,2023,1,21.75
Veracruz de Ignacio de la Llave,2023,1,21.98
Yucatan,2023,1,22.57
Zacatecas,2023,1,22.69
Aguascalientes,2023,1,22.43
Baja California,2023,1,21.35
Baja California Sur,2023,1,23.32
Campeche,2023,1,23.15
Chiapas,2023,1,22.2
Chihuahua,2023,1,20.0
Ciudad de Mexico,2023,1,22.61
Coahuila de Zaragoza,2023,1,22.1
Colima,2023,1,22.47
Durango,2023,1,22.61
Guanajuato,2023,1,22.33
Guerrero,2023,1,23.54
Hidalgo,2023,1,21.73
Jalisco,2023,1,22.69
Michoacan de Ocampo,2023,1,22.74
Morelos,2023,1,22.02
Mexico,2023,1,21.93
Nacional,2023,1,22.09
Nayarit,2023,1,22.53
Nuevo Leon,2023,1,23.23
Oaxaca,2023,1,23.37
Puebla,2023,1,21.77
Queretaro,2023,1,21.7
Quintana Roo,2023,1,23.61
San Luis Potosi,2023,1,22.43
Sinaloa,2023,1,22.37
Sonora,2023,1,21.75
Tabasco,2023,1,21.81
Tamaulipas,2023,1,19.45
Tlaxcala,2023,1,21.71
Veracruz de Ignacio de la Llave,2023,1,21.92
Yucatan,2023,1,22.29
Zacatecas,2023,1,22.55
Aguascalientes,2024,1,22.58
Baja California,2024,1,21.6
Baja California Sur,2024,1,23.51
Campeche,2024,1,23.17
Chiapas,2024,1,22.39
Chihuahua,2024,1,20.24
Ciudad de Mexico,2024,1,22.65
Coahuila de Zaragoza,2024,1,22.09
Colima,2024,1,22.71
Durango,2024,1,22.66
Guanajuato,2024,1,22.55
Guerrero,2024,1,23.82
Hidalgo,2024,1,22.11
Jalisco,2024,1,23.0
Michoacan de Ocampo,2024,1,23.05
Morelos,2024,1,22.33
Mexico,2024,1,22.08
Nacional,2024,1,22.32
Nayarit,2024,1,23.24
Nuevo Leon,2024,1,23.23
Oaxaca,2024,1,23.42
Puebla,2024,1,22.05
Queretaro,2024,1,21.98
Quintana Roo,2024,1,23.78
San Luis Potosi,2024,1,22.65
Sinaloa,2024,1,22.98
Sonora,2024,1,21.95
Tabasco,2024,1,21.98
Tamaulipas,2024,1,19.82
Tlaxcala,2024,1,22.0
Veracruz de Ignacio de la Llave,2024,1,22.14
Yucatan,2024,1,23.0
Zacatecas,2024,1,22.71
Aguascalientes,2024,1,23.11
Baja California,2024,1,22.36
Baja California Sur,2024,1,24.08
Campeche,2024,1,23.44
Chiapas,2024,1,22.98
Chihuahua,2024,1,20.99
Ciudad de Mexico,2024,1,23.12
Coahuila de Zaragoza,2024,1,22.66
Colima,2024,1,23.41
Durango,2024,1,23.23
Guanajuato,2024,1,23.06
Guerrero,2024,1,24.32
Hidalgo,2024,1,22.97
Jalisco,2024,1,23.76
Michoacan de Ocampo,2024,1,23.94
Morelos,2024,1,23.21
Mexico,2024,1,22.78
Nacional,2024,1,23.01
Nayarit,2024,1,23.87
Nuevo Leon,2024,1,23.99
Oaxaca,2024,1,23.86
Puebla,2024,1,22.82
Queretaro,2024,1,22.61
Quintana Roo,2024,1,24.51
San Luis Potosi,2024,1,23.29
Sinaloa,2024,1,23.49
Sonora,2024,1,23.08
Tabasco,2024,1,22.63
Tamaulipas,2024,1,20.66
Tlaxcala,2024,1,22.7
Veracruz de Ignacio de la Llave,2024,1,22.86
Yucatan,2024,1,23.64
Zacatecas,2024,1,23.13
Aguascalientes,2024,1,23.3
Baja California,2024,1,22.74
Baja California Sur,2024,1,24.51
Campeche,2024,1,23.68
Chiapas,2024,1,23.2
Chihuahua,2024,1,21.15
Ciudad de Mexico,2024,1,23.22
Coahuila de Zaragoza,2024,1,22.68
Colima,2024,1,23.75
Durango,2024,1,23.19
Guanajuato,2024,1,23.21
Guerrero,2024,1,24.34
Hidalgo,2024,1,23.06
Jalisco,2024,1,23.95
Michoacan de Ocampo,2024,1,24.05
Morelos,2024,1,23.34
Mexico,2024,1,22.92
Nacional,2024,1,23.19
Nayarit,2024,1,24.41
Nuevo Leon,2024,1,24.08
Oaxaca,2024,1,24.1
Puebla,2024,1,22.94
Queretaro,2024,1,22.75
Quintana Roo,2024,1,24.6
San Luis Potosi,2024,1,23.5
Sinaloa,2024,1,23.74
Sonora,2024,1,23.32
Tabasco,2024,1,22.72
Tamaulipas,2024,1,20.79
Tlaxcala,2024,1,22.74
Veracruz de Ignacio de la Llave,2024,1,23.1
Yucatan,2024,1,23.55
Zacatecas,2024,1,23.27
Aguascalientes,2024,1,23.39
Baja California,2024,1,22.9
Baja California Sur,2024,1,24.79
Campeche,2024,1,24.01
Chiapas,2024,1,23.24
Chihuahua,2024,1,21.51
Ciudad de Mexico,2024,1,23.52
Coahuila de Zaragoza,2024,1,22.91
Colima,2024,1,24.04
Durango,2024,1,23.47
Guanajuato,2024,1,23.38
Guerrero,2024,1,24.57
Hidalgo,2024,1,23.19
Jalisco,2024,1,24.16
Michoacan de Ocampo,2024,1,24.15
Morelos,2024,1,23.4
Mexico,2024,1,23.14
Nacional,2024,1,23.43
Nayarit,2024,1,24.62
Nuevo Leon,2024,1,24.36
Oaxaca,2024,1,24.27
Puebla,2024,1,23.05
Queretaro,2024,1,22.89
Quintana Roo,2024,1,25.01
San Luis Potosi,2024,1,23.68
Sinaloa,2024,1,24.19
Sonora,2024,1,23.45
Tabasco,2024,1,22.84
Tamaulipas,2024,1,21.08
Tlaxcala,2024,1,22.83
Veracruz de Ignacio de la Llave,2024,1,23.19
Yucatan,2024,1,24.17
Zacatecas,2024,1,23.49
Aguascalientes,2024,1,23.53
Baja California,2024,1,23.01
Baja California Sur,2024,1,24.86
Campeche,2024,1,24.15
Chiapas,2024,1,23.33
Chihuahua,2024,1,21.07
Ciudad de Mexico,2024,1,23.84
Coahuila de Zaragoza,2024,1,23.22
Colima,2024,1,24.12
Durango,2024,1,23.64
Guanajuato,2024,1,23.47
Guerrero,2024,1,24.57
Hidalgo,2024,1,23.25
Jalisco,2024,1,24.23
Michoacan de Ocampo,2024,1,24.16
Morelos,2024,1,23.48
Mexico,2024,1,23.39
Nacional,2024,1,23.49
Nayarit,2024,1,24.5
Nuevo Leon,2024,1,24.54
Oaxaca,2024,1,24.33
Puebla,2024,1,23.13
Queretaro,2024,1,22.98
Quintana Roo,2024,1,25.12
San Luis Potosi,2024,1,23.75
Sinaloa,2024,1,24.36
Sonora,2024,1,23.27
Tabasco,2024,1,22.93
Tamaulipas,2024,1,21.16
Tlaxcala,2024,1,22.95
Veracruz de Ignacio de la Llave,2024,1,23.25
Yucatan,2024,1,24.09
Zacatecas,2024,1,23.67
Aguascalientes,2024,1,23.63
Baja California,2024,1,23.19
Baja California Sur,2024,1,25.01
Campeche,2024,1,24.13
Chiapas,2024,1,23.82
Chihuahua,2024,1,21.17
Ciudad de Mexico,2024,1,23.89
Coahuila de Zaragoza,2024,1,23.28
Colima,2024,1,24.15
Durango,2024,1,23.71
Guanajuato,2024,1,23.59
Guerrero,2024,1,24.68
Hidalgo,2024,1,23.41
Jalisco,2024,1,24.43
Michoacan de Ocampo,2024,1,24.33
Morelos,2024,1,23.56
Mexico,2024,1,23.44
Nacional,2024,1,23.56
Nayarit,2024,1,24.61
Nuevo Leon,2024,1,24.73
Oaxaca,2024,1,24.42
Puebla,2024,1,23.22
Queretaro,2024,1,23.2
Quintana Roo,2024,1,25.02
San Luis Potosi,2024,1,23.86
Sinaloa,2024,1,24.38
Sonora,2024,1,23.43
Tabasco,2024,1,23.07
Tamaulipas,2024,1,21.07
Tlaxcala,2024,1,23.1
Veracruz de Ignacio de la Llave,2024,1,23.25
Yucatan,2024,1,23.62
Zacatecas,2024,1,23.85
Aguascalientes,2024,1,23.98
Baja California,2024,1,23.38
Baja California Sur,2024,1,25.22
Campeche,2024,1,24.34
Chiapas,2024,1,23.96
Chihuahua,2024,1,21.72
Ciudad de Mexico,2024,1,24.1
Coahuila de Zaragoza,2024,1,23.69
Colima,2024,1,24.42
Durango,2024,1,24.17
Guanajuato,2024,1,24.03
Guerrero,2024,1,24.89
Hidalgo,2024,1,23.64
Jalisco,2024,1,24.77
Michoacan de Ocampo,2024,1,24.59
Morelos,2024,1,23.84
Mexico,2024,1,23.7
Nacional,2024,1,23.91
Nayarit,2024,1,25.03
Nuevo Leon,2024,1,24.98
Oaxaca,2024,1,24.6
Puebla,2024,1,23.6
Queretaro,2024,1,23.58
Quintana Roo,2024,1,25.1
San Luis Potosi,2024,1,24.09
Sinaloa,2024,1,24.71
Sonora,2024,1,24.11
Tabasco,2024,1,23.33
Tamaulipas,2024,1,21.27
Tlaxcala,2024,1,23.44
Veracruz de Ignacio de la Llave,2024,1,23.67
Yucatan,2024,1,23.94
Zacatecas,2024,1,24.19
Aguascalientes,2024,1,24.28
Baja California,2024,1,23.53
Baja California Sur,2024,1,25.49
Campeche,2024,1,24.5
Chiapas,2024,1,23.99
Chihuahua,2024,1,21.81
Ciudad de Mexico,2024,1,24.19
Coahuila de Zaragoza,2024,1,23.91
Colima,2024,1,24.61
Durango,2024,1,24.41
Guanajuato,2024,1,24.32
Guerrero,2024,1,25.0
Hidalgo,2024,1,23.83
Jalisco,2024,1,24.8
Michoacan de Ocampo,2024,1,24.79
Morelos,2024,1,23.98
Mexico,2024,1,23.85
Nacional,2024,1,24.05
Nayarit,2024,1,25.03
Nuevo Leon,2024,1,25.16
Oaxaca,2024,1,24.8
Puebla,2024,1,23.8
Queretaro,2024,1,23.79
Quintana Roo,2024,1,25.31
San Luis Potosi,2024,1,24.25
Sinaloa,2024,1,24.84
Sonora,2024,1,24.07
Tabasco,2024,1,23.44
Tamaulipas,2024,1,21.52
Tlaxcala,2024,1,23.64
Veracruz de Ignacio de la Llave,2024,1,23.81
Yucatan,2024,1,23.86
Zacatecas,2024,1,24.39
Aguascalientes,2024,1,24.36
Baja California,2024,1,23.53
Baja California Sur,2024,1,25.64
Campeche,2024,1,24.59
Chiapas,2024,1,23.9
Chihuahua,2024,1,21.45
Ciudad de Mexico,2024,1,23.95
Coahuila de Zaragoza,2024,1,23.75
Colima,2024,1,24.55
Durango,2024,1,24.38
Guanajuato,2024,1,24.27
Guerrero,2024,1,24.76
Hidalgo,2024,1,23.64
Jalisco,2024,1,24.65
Michoacan de Ocampo,2024,1,24.64
Morelos,2024,1,23.82
Mexico,2024,1,23.65
Nacional,2024,1,23.92
Nayarit,2024,1,24.67
Nuevo Leon,2024,1,24.88
Oaxaca,2024,1,24.78
Puebla,2024,1,23.61
Queretaro,2024,1,23.57
Quintana Roo,2024,1,25.24
San Luis Potosi,2024,1,24.26
Sinaloa,2024,1,24.96
Sonora,2024,1,23.89
Tabasco,2024,1,23.44
Tamaulipas,2024,1,21.1
Tlaxcala,2024,1,23.52
Veracruz de Ignacio de la Llave,2024,1,23.8
Yucatan,2024,1,24.4
Zacatecas,2024,1,24.49
Aguascalientes,2024,1,24.38
Baja California,2024,1,23.45
Baja California Sur,2024,1,25.47
Campeche,2024,1,24.56
Chiapas,2024,1,23.99
Chihuahua,2024,1,21.45
Ciudad de Mexico,2024,1,23.97
Coahuila de Zaragoza,2024,1,23.64
Colima,2024,1,24.5
Durango,2024,1,24.47
Guanajuato,2024,1,24.26
Guerrero,2024,1,24.93
Hidalgo,2024,1,23.73
Jalisco,2024,1,24.49
Michoacan de Ocampo,2024,1,24.73
Morelos,2024,1,23.89
Mexico,2024,1,23.61
Nacional,2024,1,23.85
Nayarit,2024,1,24.83
Nuevo Leon,2024,1,24.59
Oaxaca,2024,1,24.79
Puebla,2024,1,23.62
Queretaro,2024,1,23.6
Quintana Roo,2024,1,25.15
San Luis Potosi,2024,1,24.34
Sinaloa,2024,1,24.4
Sonora,2024,1,23.32
Tabasco,2024,1,23.34
Tamaulipas,2024,1,21.1
Tlaxcala,2024,1,23.54
Veracruz de Ignacio de la Llave,2024,1,23.69
Yucatan,2024,1,24.38
Zacatecas,2024,1,24.61
Aguascalientes,2024,1,24.37
Baja California,2024,1,23.51
Baja California Sur,2024,1,25.45
Campeche,2024,1,24.47
Chiapas,2024,1,24.05
Chihuahua,2024,1,21.44
Ciudad de Mexico,2024,1,23.9
Coahuila de Zaragoza,2024,1,23.79
Colima,2024,1,24.57
Durango,2024,1,24.89
Guanajuato,2024,1,24.39
Guerrero,2024,1,24.97
Hidalgo,2024,1,23.79
Jalisco,2024,1,24.25
Michoacan de Ocampo,2024,1,24.82
Morelos,2024,1,23.95
Mexico,2024,1,23.56
Nacional,2024,1,23.9
Nayarit,2024,1,25.11
Nuevo Leon,2024,1,24.53
Oaxaca,2024,1,24.85
Puebla,2024,1,23.74
Queretaro,2024,1,23.72
Quintana Roo,2024,1,25.13
San Luis Potosi,2024,1,24.42
Sinaloa,2024,1,24.56
Sonora,2024,1,23.48
Tabasco,2024,1,23.36
Tamaulipas,2024,1,21.45
Tlaxcala,2024,1,23.6
Veracruz de Ignacio de la Llave,2024,1,23.64
Yucatan,2024,1,24.23
Zacatecas,2024,1,24.69
Aguascalientes,2024,1,24.39
Baja California,2024,1,23.61
Baja California Sur,2024,1,25.4
Campeche,2024,1,24.56
Chiapas,2024,1,24.1
Chihuahua,2024,1,21.98
Ciudad de Mexico,2024,1,24.0
Coahuila de Zaragoza,2024,1,24.03
Colima,2024,1,24.52
Durango,2024,1,25.06
Guanajuato,2024,1,24.42
Guerrero,2024,1,24.94
Hidalgo,2024,1,23.78
Jalisco,2024,1,24.17
Michoacan de Ocampo,2024,1,24.86
Morelos,2024,1,23.99
Mexico,2024,1,23.64
Nacional,2024,1,23.98
Nayarit,2024,1,25.17
Nuevo Leon,2024,1,24.59
Oaxaca,2024,1,24.95
Puebla,2024,1,23.69
Queretaro,2024,1,23.62
Quintana Roo,2024,1,25.08
San Luis Potosi,2024,1,24.38
Sinaloa,2024,1,24.94
Sonora,2024,1,23.88
Tabasco,2024,1,23.42
Tamaulipas,2024,1,21.45
Tlaxcala,2024,1,23.57
Veracruz de Ignacio de la Llave,2024,1,23.65
Yucatan,2024,1,23.79
Zacatecas,2024,1,24.79
Aguascalientes,2025,1,24.68
Baja California,2025,1,23.87
Baja California Sur,2025,1,25.42
Campeche,2025,1,24.68
Chiapas,2025,1,24.28
Chihuahua,2025,1,22.33
Ciudad de Mexico,2025,1,24.38
Coahuila de Zaragoza,2025,1,24.44
Colima,2025,1,24.79
Durango,2025,1,25.34
Guanajuato,2025,1,24.7
Guerrero,2025,1,25.22
Hidalgo,2025,1,24.17
Jalisco,2025,1,24.69
Michoacan de Ocampo,2025,1,25.12
Morelos,2025,1,24.32
Mexico,2025,1,24.11
Nacional,2025,1,24.28
Nayarit,2025,1,25.55
Nuevo Leon,2025,1,24.74
Oaxaca,2025,1,25.13
Puebla,2025,1,24.01
Queretaro,2025,1,23.98
Quintana Roo,2025,1,25.56
San Luis Potosi,2025,1,24.72
Sinaloa,2025,1,25.06
Sonora,2025,1,23.91
Tabasco,2025,1,23.72
Tamaulipas,2025,1,21.98
Tlaxcala,2025,1,23.88
Veracruz de Ignacio de la Llave,2025,1,24.1
Yucatan,2025,1,24.65
Zacatecas,2025,1,25.05
Aguascalientes,2025,1,24.7
Baja California,2025,1,23.73
Baja California Sur,2025,1,25.3
Campeche,2025,1,24.64
Chiapas,2025,1,24.11
Chihuahua,2025,1,22.41
Ciudad de Mexico,2025,1,24.26
Coahuila de Zaragoza,2025,1,24.22
Colima,2025,1,24.65
Durango,2025,1,25.0
Guanajuato,2025,1,24.69
Guerrero,2025,1,25.16
Hidalgo,2025,1,24.03
Jalisco,2025,1,24.54
Michoacan de Ocampo,2025,1,25.02
Morelos,2025,1,24.23
Mexico,2025,1,24.01
Nacional,2025,1,24.21
Nayarit,2025,1,25.36
Nuevo Leon,2025,1,24.66
Oaxaca,2025,1,25.07
Puebla,2025,1,23.87
Queretaro,2025,1,23.92
Quintana Roo,2025,1,25.57
San Luis Potosi,2025,1,24.61
Sinaloa,2025,1,24.76
Sonora,2025,1,24.15
Tabasco,2025,1,23.75
Tamaulipas,2025,1,21.97
Tlaxcala,2025,1,23.68
Veracruz de Ignacio de la Llave,2025,1,24.05
Yucatan,2025,1,24.44
Zacatecas,2025,1,25.05
Aguascalientes,2025,1,24.07
Baja California,2025,1,23.35
Baja California Sur,2025,1,24.45
Campeche,2025,1,24.05
Chiapas,2025,1,23.93
Chihuahua,2025,1,22.39
Ciudad de Mexico,2025,1,23.86
Coahuila de Zaragoza,2025,1,23.67
Colima,2025,1,23.98
Durango,2025,1,24.02
Guanajuato,2025,1,24.05
Guerrero,2025,1,24.07
Hidalgo,2025,1,23.76
Jalisco,2025,1,24.04
Michoacan de Ocampo,2025,1,24.07
Morelos,2025,1,23.85
Mexico,2025,1,23.76
Nacional,2025,1,23.78
Nayarit,2025,1,24.21
Nuevo Leon,2025,1,24.17
Oaxaca,2025,1,24.17
Puebla,2025,1,23.7
Queretaro,2025,1,23.66
Quintana Roo,2025,1,24.85
San Luis Potosi,2025,1,24.08
Sinaloa,2025,1,23.94
Sonora,2025,1,23.44
Tabasco,2025,1,23.8
Tamaulipas,2025,1,21.98
Tlaxcala,2025,1,23.55
Veracruz de Ignacio de la Llave,2025,1,23.8
Yucatan,2025,1,24.05
Zacatecas,2025,1,24.18
Aguascalientes,2025,1,23.93
Baja California,2025,1,23.22
Baja California Sur,2025,1,24.29
Campeche,2025,1,23.98
Chiapas,2025,1,23.76
Chihuahua,2025,1,22.42
Ciudad de Mexico,2025,1,23.83
Coahuila de Zaragoza,2025,1,23.61
Colima,2025,1,23.9
Durango,2025,1,23.95
Guanajuato,2025,1,23.86
Guerrero,2025,1,23.92
Hidalgo,2025,1,23.68
Jalisco,2025,1,23.93
Michoacan de Ocampo,2025,1,23.93
Morelos,2025,1,23.83
Mexico,2025,1,23.71
Nacional,2025,1,23.72
Nayarit,2025,1,24.02
Nuevo Leon,2025,1,23.91
Oaxaca,2025,1,24.06
Puebla,2025,1,23.65
Queretaro,2025,1,23.61
Quintana Roo,2025,1,24.57
San Luis Potosi,2025,1,23.98
Sinaloa,2025,1,23.87
Sonora,2025,1,23.18
Tabasco,2025,1,23.8
Tamaulipas,2025,1,21.83
Tlaxcala,2025,1,23.52
Veracruz de Ignacio de la Llave,2025,1,23.79
Yucatan,2025,1,23.98
Zacatecas,2025,1,24.02
